API,KG_category,Subject,Object,URL
Biothings Explorer (BTE),biolink:affected_by,biolink:DiagnosticAid,biolink:SmallMolecule,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affects,biolink:DiagnosticAid,biolink:SmallMolecule,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:causes,biolink:DiagnosticAid,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:DiagnosticAid,biolink:AnatomicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:disrupts,biolink:DiagnosticAid,biolink:MolecularActivity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:related_to,biolink:DiagnosticAid,biolink:Cell,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:DiagnosticAid,biolink:Cell,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:causes,biolink:DiagnosticAid,biolink:PhysiologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:DiagnosticAid,biolink:CellularComponent,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:DiagnosticAid,biolink:Plant,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Fungus,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Fungus,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Fungus,biolink:CellularComponent,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:Fungus,biolink:CellularComponent,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:Fungus,biolink:SmallMolecule,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Fungus,biolink:Cell,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:Fungus,biolink:Cell,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Fungus,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Fungus,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:causes,biolink:Fungus,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:Fungus,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Fungus,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Fungus,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Fungus,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:Fungus,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:Fungus,biolink:Phenomenon,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:Fungus,biolink:AnatomicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:predisposes_to_condition,biolink:OrganismAttribute,biolink:Disease,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:treats_or_applied_or_studied_to_treat,biolink:Activity,biolink:Disease,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:preventative_for_condition,biolink:Activity,biolink:Disease,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:treats_or_applied_or_studied_to_treat,biolink:Activity,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:preventative_for_condition,biolink:Activity,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:treats_or_applied_or_studied_to_treat,biolink:Activity,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:preventative_for_condition,biolink:Activity,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:BiologicalEntity,biolink:Virus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:preventative_for_condition,biolink:BiologicalEntity,biolink:Virus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:BiologicalEntity,biolink:Virus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:preceded_by,biolink:BiologicalEntity,biolink:Disease,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:BiologicalEntity,biolink:Cell,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produced_by,biolink:BiologicalEntity,biolink:Cell,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:disrupts,biolink:BiologicalEntity,biolink:Cell,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:interacts_with,biolink:BiologicalEntity,biolink:Cell,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:derives_from,biolink:BiologicalEntity,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produced_by,biolink:BiologicalEntity,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:BiologicalEntity,biolink:Bacterium,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:BiologicalEntity,biolink:Bacterium,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:BiologicalEntity,biolink:CellularComponent,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produced_by,biolink:BiologicalEntity,biolink:CellularComponent,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:derives_into,biolink:BiologicalEntity,biolink:Gene,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:contains_process,biolink:BiologicalEntity,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produced_by,biolink:BiologicalEntity,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:predisposes_to_condition,biolink:BiologicalEntity,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:preventative_for_condition,biolink:BiologicalEntity,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:BiologicalEntity,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:treats_or_applied_or_studied_to_treat,biolink:BiologicalEntity,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_prevented_by,biolink:BiologicalEntity,biolink:SmallMolecule,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:BiologicalEntity,biolink:Fungus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:BiologicalEntity,biolink:Fungus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produces,biolink:BiologicalEntity,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produced_by,biolink:BiologicalEntity,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:derives_into,biolink:BiologicalEntity,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:is_diagnosed_by,biolink:BiologicalEntity,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:preceded_by,biolink:BiologicalEntity,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_prevented_by,biolink:BiologicalEntity,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:BiologicalEntity,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:precedes,biolink:BiologicalEntity,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:treats_or_applied_or_studied_to_treat,biolink:BiologicalEntity,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:disrupts,biolink:BiologicalEntity,biolink:MolecularActivity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:related_to,biolink:BiologicalEntity,biolink:Cohort,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:BiologicalEntity,biolink:Cohort,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produced_by,biolink:BiologicalEntity,biolink:Phenomenon,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:disrupted_by,biolink:Phenomenon,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:Phenomenon,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:Phenomenon,biolink:SmallMolecule,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:disrupted_by,biolink:Phenomenon,biolink:Gene,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:Phenomenon,biolink:Gene,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:Phenomenon,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:manifestation_of,biolink:Phenomenon,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:Phenomenon,biolink:Phenomenon,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:Phenomenon,biolink:Food,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affects,biolink:Phenomenon,biolink:Bacterium,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affects,biolink:Phenomenon,biolink:Virus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:Phenomenon,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produces,biolink:Phenomenon,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affects,biolink:Phenomenon,biolink:Fungus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:derives_into,biolink:NucleicAcidEntity,biolink:SmallMolecule,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:NucleicAcidEntity,biolink:Virus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:NucleicAcidEntity,biolink:Virus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:derives_into,biolink:NucleicAcidEntity,biolink:Gene,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:NucleicAcidEntity,biolink:CellularComponent,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:NucleicAcidEntity,biolink:Cell,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:NucleicAcidEntity,biolink:Plant,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:NucleicAcidEntity,biolink:Bacterium,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:NucleicAcidEntity,biolink:Bacterium,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:NucleicAcidEntity,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:derives_into,biolink:NucleicAcidEntity,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:NucleicAcidEntity,biolink:Fungus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:NucleicAcidEntity,biolink:Fungus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:NucleicAcidEntity,biolink:Cohort,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:NucleicAcidEntity,biolink:AnatomicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:Behavior,biolink:Disease,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:Behavior,biolink:Behavior,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:Protein,biolink:CellularComponent,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:Protein,biolink:Cell,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produced_by,biolink:Protein,biolink:Cell,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:Protein,biolink:Virus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:Protein,biolink:Virus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produced_by,biolink:Protein,biolink:Gene,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produced_by,biolink:Protein,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:Protein,biolink:Bacterium,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:Protein,biolink:Bacterium,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produced_by,biolink:Protein,biolink:Phenomenon,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:Protein,biolink:Fungus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:Protein,biolink:Fungus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:interacts_with,biolink:Protein,biolink:Device,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:increases_response_to,biolink:MolecularMixture,biolink:Gene,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_gene_product,biolink:Gene,biolink:ChemicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:ameliorates_condition,biolink:ChemicalEntity,biolink:Disease,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:Protein,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:CellularComponent,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:CellularComponent,biolink:GrossAnatomicalStructure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:CellularComponent,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:MolecularActivity,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:derives_into,biolink:SmallMolecule,biolink:Gene,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produced_by,biolink:SmallMolecule,biolink:SmallMolecule,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:is_input_of,biolink:SmallMolecule,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:SmallMolecule,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produced_by,biolink:SmallMolecule,biolink:GrossAnatomicalStructure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:interacts_with,biolink:SmallMolecule,biolink:Device,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:treats_or_applied_or_studied_to_treat,biolink:SmallMolecule,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:causes,biolink:SmallMolecule,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:related_to,biolink:SmallMolecule,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:preventative_for_condition,biolink:SmallMolecule,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:predisposes_to_condition,biolink:SmallMolecule,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:interacts_with,biolink:SmallMolecule,biolink:DiagnosticAid,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:coexists_with,biolink:SmallMolecule,biolink:DiagnosticAid,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:coexists_with,biolink:SmallMolecule,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:interacts_with,biolink:SmallMolecule,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:SmallMolecule,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_exacerbated_by,biolink:Disease,biolink:SmallMolecule,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_predisposed_by,biolink:Disease,biolink:Disease,https://bte.transltr.io/v1/query
